emp_no,first_name,last_name,title,from_date,to_date
224792,Tomofumi,Strehl,Staff,1999-02-27,9999-01-01
224810,Muneo,Cappello,Staff,1998-11-07,9999-01-01
224831,Arunas,Ermel,Senior Staff,1997-12-14,9999-01-01
224837,Yahiko,Ambroszkiewicz,Senior Engineer,1996-12-14,9999-01-01
224843,Janalee,Openshaw,Senior Staff,1995-06-06,9999-01-01
224847,Mahendra,Muniz,Senior Engineer,1996-07-20,9999-01-01
224850,Edwin,Wroclawski,Senior Staff,1997-02-10,9999-01-01
224907,Holgard,Matzke,Senior Staff,1992-05-07,9999-01-01
224914,Maria,Luft,Senior Engineer,1996-08-16,9999-01-01
224917,Danae,Pollock,Senior Engineer,1997-11-24,9999-01-01
224924,Tua,Masand,Senior Engineer,1996-09-14,9999-01-01
224937,Demin,Solovay,Senior Engineer,1992-11-27,9999-01-01
224942,Dayanand,Swab,Engineer,1995-12-13,9999-01-01
224951,Susanna,Hartvigsen,Senior Engineer,1997-05-26,9999-01-01
224973,Steve,Gire,Engineer,1996-01-19,9999-01-01
224981,Jenwei,Tiemann,Senior Staff,1993-04-18,9999-01-01
224986,Jiafu,Luft,Senior Engineer,1992-09-16,9999-01-01
224988,Claude,Steinauer,Engineer,1997-10-22,9999-01-01
224995,Chikara,Kadhim,Senior Engineer,1990-03-05,9999-01-01
225001,Shigeo,Munck,Staff,1997-09-21,9999-01-01
225003,Oscar,Ulupinar,Assistant Engineer,1997-08-05,9999-01-01
225026,Hatem,Montemayor,Technique Leader,1999-09-21,9999-01-01
225030,Leszek,Spell,Staff,1998-08-06,9999-01-01
225033,Naraig,Camurati,Senior Engineer,1995-12-14,9999-01-01
225038,Hilary,Borstler,Senior Engineer,2001-09-18,9999-01-01
225059,Tuval,Vernadat,Senior Engineer,1995-12-12,9999-01-01
225087,Ashish,Argence,Engineer,1999-01-18,9999-01-01
225105,Palash,Hempstead,Senior Staff,1999-05-29,9999-01-01
225108,Gil,Shumilov,Staff,1997-06-22,9999-01-01
225109,Toshimitsu,Silva,Staff,1993-11-01,9999-01-01
225123,Makato,Gide,Technique Leader,1986-01-14,9999-01-01
225158,Siddarth,Shrader,Engineer,1995-01-04,9999-01-01
225170,Kersti,Waschkowski,Senior Engineer,1994-04-24,9999-01-01
225206,Berhard,Eastman,Senior Engineer,1989-08-28,9999-01-01
225230,Berthier,Montresor,Senior Engineer,1995-04-15,9999-01-01
225272,Ramzi,Remmele,Senior Engineer,1999-02-16,9999-01-01
225277,Hercules,Harbusch,Assistant Engineer,1998-05-12,9999-01-01
225283,Toshimori,Simmen,Senior Staff,1999-10-13,9999-01-01
225291,Arco,Dusink,Senior Engineer,1999-05-03,9999-01-01
225306,Wonhee,Pagter,Senior Staff,1991-07-02,9999-01-01
225315,Piyawadee,Choobineh,Engineer,2001-03-25,9999-01-01
225347,Manohar,Christianini,Engineer,1998-02-04,9999-01-01
225349,Panayotis,Mahmud,Senior Engineer,1995-08-27,9999-01-01
225387,Shem,Braunschweig,Senior Engineer,2002-06-24,9999-01-01
225390,Mechthild,Middleton,Senior Staff,1999-12-18,9999-01-01
225426,Zhenbing,Ibel,Senior Staff,1991-10-15,9999-01-01
225444,Masanao,Vural,Technique Leader,1995-08-06,9999-01-01
225450,Jiann,Famili,Senior Engineer,1990-07-27,9999-01-01
225453,Huan,Rothenberg,Engineer,2000-01-20,9999-01-01
225459,Jungsoon,Vickson,Senior Engineer,1999-12-11,9999-01-01
225464,Tetsurou,Vieth,Engineer,2001-04-27,9999-01-01
225468,Vasilii,Munawer,Senior Staff,1987-03-04,9999-01-01
225480,Sorina,Gimarc,Senior Staff,1999-02-24,9999-01-01
225503,Kayoko,Kropf,Senior Engineer,1995-07-11,9999-01-01
225505,Duke,Avouris,Engineer,1998-06-25,9999-01-01
225587,Chenyi,Orlowska,Senior Staff,1997-12-25,9999-01-01
225655,Geoff,Pelz,Senior Staff,1994-10-22,9999-01-01
225670,Michaela,Kinley,Senior Engineer,1994-05-22,9999-01-01
225713,Jinxi,Maierhofer,Senior Engineer,1994-02-25,9999-01-01
225718,Xiadong,Etalle,Senior Engineer,2001-03-03,9999-01-01
225719,Kolar,Himler,Senior Engineer,1998-08-17,9999-01-01
225724,Serge,Bauknecht,Senior Engineer,2002-05-26,9999-01-01
225798,Mostafa,Angot,Staff,1999-09-08,9999-01-01
225811,Takushi,Zallocco,Senior Engineer,1999-05-07,9999-01-01
225820,Yefim,Rosis,Senior Staff,2000-09-21,9999-01-01
225829,Takahito,Peak,Engineer,1997-03-25,9999-01-01
225871,Ronghao,Kavraki,Senior Staff,1995-10-29,9999-01-01
225902,Ayonca,Schusler,Staff,1999-04-13,9999-01-01
225928,Kasturi,Huxford,Senior Staff,1995-02-26,9999-01-01
225952,Venkatesan,Serre,Senior Staff,1996-02-18,9999-01-01
226007,Palash,Byoun,Technique Leader,1992-08-09,9999-01-01
226017,Badri,Orlowski,Senior Engineer,1995-12-20,9999-01-01
226041,Sachem,Kropp,Staff,1994-02-07,9999-01-01
226095,Unal,Kalsbeek,Senior Staff,1997-08-22,9999-01-01
226096,Chuanyi,Melter,Senior Engineer,1997-04-19,9999-01-01
226112,Susanna,Gomatam,Senior Staff,1993-08-24,9999-01-01
226118,Haldon,Haraldson,Staff,1998-08-14,9999-01-01
226146,Shichao,Syrzycki,Senior Engineer,1995-01-10,9999-01-01
226162,Jaroslava,Esteva,Engineer,1998-05-25,9999-01-01
226186,Sukumar,Jahnichen,Engineer,1999-08-24,9999-01-01
226204,Kotesh,Bach,Staff,1999-04-19,9999-01-01
226231,Heekeun,Raoux,Senior Engineer,1994-09-10,9999-01-01
226251,Hongzhu,Fargier,Engineer,1997-09-17,9999-01-01
226280,Toong,Horswill,Senior Staff,1997-06-16,9999-01-01
226281,Doowon,Kragelund,Senior Engineer,1996-08-12,9999-01-01
226296,Jahangir,Pavlopoulou,Senior Staff,2002-03-08,9999-01-01
226299,Reuven,McDermid,Senior Engineer,1993-02-15,9999-01-01
226313,Aiichiro,Christ,Senior Staff,2001-04-06,9999-01-01
226325,Leni,Avouris,Senior Staff,1990-10-02,9999-01-01
226358,Honglan,Ramsay,Senior Staff,2002-05-01,9999-01-01
226359,Chiranjit,Gihr,Staff,1998-04-27,9999-01-01
226378,Mack,Brobst,Engineer,1996-12-07,9999-01-01
226380,Zhonghui,Wrigley,Senior Engineer,1999-07-04,9999-01-01
226385,Xiaoshan,Broomell,Senior Engineer,1987-03-25,9999-01-01
226396,Naftaly,Picht,Senior Engineer,1997-03-13,9999-01-01
226414,Chirstian,Wursthorn,Senior Engineer,1998-02-19,9999-01-01
226431,Alassane,Budinsky,Senior Engineer,1995-03-15,9999-01-01
226438,Subhada,Kambil,Senior Staff,1992-06-30,9999-01-01
226452,Patricio,Stellhorn,Senior Engineer,2000-12-04,9999-01-01
226461,Katsuo,Acton,Senior Engineer,1992-06-22,9999-01-01
226463,Marc,Michaeli,Senior Engineer,2000-01-23,9999-01-01
226486,Hinrich,Rotem,Senior Staff,2001-08-16,9999-01-01
226494,Sanjit,Kohling,Senior Engineer,1999-07-10,9999-01-01
226507,Ayakannu,Thimonier,Senior Engineer,1998-01-14,9999-01-01
226515,Premal,Fandrianto,Engineer,1999-10-09,9999-01-01
226537,Chriss,Codenie,Engineer,1995-10-20,9999-01-01
226542,Masadi,Baer,Senior Engineer,1992-12-25,9999-01-01
226545,Chuanti,Cesareni,Technique Leader,1995-05-04,9999-01-01
226568,Deniz,Frezza,Senior Staff,2002-07-10,9999-01-01
226581,Baoqiu,Nannarelli,Senior Engineer,1995-11-30,9999-01-01
226587,Serap,Mitina,Senior Staff,1999-08-01,9999-01-01
226609,Theirry,Famili,Engineer,2001-06-19,9999-01-01
226613,Hisao,Apsitis,Senior Engineer,1999-01-27,9999-01-01
226624,Volkmar,Gurbaxani,Staff,1999-05-03,9999-01-01
226635,Arve,Kalloufi,Engineer,1995-03-18,9999-01-01
226643,Hauke,Marshall,Senior Engineer,1996-07-16,9999-01-01
226654,Zengping,Rehfuss,Senior Engineer,1998-01-22,9999-01-01
226667,Gennady,Oppitz,Staff,1999-01-21,9999-01-01
226677,Urs,Karcich,Staff,1995-08-05,9999-01-01
226687,Zeljko,Waschkowski,Senior Staff,2000-02-04,9999-01-01
226688,Arun,Norsworthy,Senior Staff,1996-01-02,9999-01-01
226752,Rajmohan,Luit,Senior Engineer,1994-06-12,9999-01-01
226776,Mayumi,Pehl,Senior Staff,1992-03-16,9999-01-01
226792,Siamak,Shackel,Senior Engineer,1995-02-08,9999-01-01
226794,Uma,Highland,Senior Staff,2001-11-06,9999-01-01
226796,Aksel,Baar,Senior Engineer,1993-10-21,9999-01-01
226814,Zhenbing,Pollock,Senior Engineer,1995-10-31,9999-01-01
226815,Lena,Demke,Senior Staff,1996-08-18,9999-01-01
226817,Kenton,Eiron,Technique Leader,1994-05-23,9999-01-01
226837,Maik,Hopewell,Assistant Engineer,1998-10-29,9999-01-01
226852,Premsyl,Zockler,Engineer,1995-06-15,9999-01-01
226876,Shahab,Alameldin,Senior Staff,1996-06-13,9999-01-01
226905,Koldo,Barreiro,Senior Staff,1993-08-21,9999-01-01
226910,Kristen,Rosay,Senior Staff,1992-11-15,9999-01-01
226920,Jaewoo,Danley,Engineer,2000-04-05,9999-01-01
226954,Shushma,Pietrzykowski,Engineer,1999-10-16,9999-01-01
227000,Sumant,Cummings,Staff,1999-10-28,9999-01-01
227015,Rance,Trogemann,Senior Engineer,1988-04-27,9999-01-01
227039,DAIDA,Perez,Senior Engineer,1996-04-18,9999-01-01
227044,Nechama,Rodiger,Senior Engineer,2002-01-01,9999-01-01
227059,Supot,Benzmuller,Senior Engineer,1997-12-23,9999-01-01
227087,Mana,Herath,Senior Staff,2001-02-16,9999-01-01
227134,Mohamadou,Nollmann,Senior Staff,1993-05-20,9999-01-01
227136,Sanjay,Felcyn,Senior Engineer,1999-04-06,9999-01-01
227157,Perla,Swab,Senior Engineer,1999-07-20,9999-01-01
227173,Jasminko,Peternell,Senior Staff,2000-01-11,9999-01-01
227199,Haldon,Gide,Engineer,1994-09-02,9999-01-01
227205,Leon,Demizu,Senior Engineer,1989-01-02,9999-01-01
227219,Zhanqiu,Coors,Senior Staff,2002-07-10,9999-01-01
227222,Badri,Honglei,Staff,1999-05-08,9999-01-01
227235,Boutros,Zykh,Staff,1996-10-28,9999-01-01
227276,Nobuyoshi,Zultner,Senior Staff,1985-06-14,9999-01-01
227281,Henk,Molenkamp,Senior Staff,1996-09-26,9999-01-01
227296,Oscal,Christ,Senior Engineer,1995-05-12,9999-01-01
227322,Yuguang,Dayana,Engineer,1996-07-13,9999-01-01
227353,Aloys,Erez,Senior Staff,1994-08-28,9999-01-01
227357,Premsyl,Fairtlough,Senior Staff,2001-07-18,9999-01-01
227361,Kazuhito,Servieres,Senior Staff,1992-12-25,9999-01-01
227400,Martijn,Bahi,Senior Engineer,1990-01-13,9999-01-01
227423,Arunas,Baby,Senior Engineer,1993-10-08,9999-01-01
227456,Mark,Bach,Senior Staff,2001-04-01,9999-01-01
227463,Zorica,Tsunoo,Engineer,1999-11-11,9999-01-01
227475,Kendra,Danner,Senior Engineer,1993-04-12,9999-01-01
227482,Aamer,Cromarty,Staff,1997-07-25,9999-01-01
227506,Marsal,Schmezko,Senior Engineer,2001-06-26,9999-01-01
227515,LiMin,Hardjono,Senior Staff,1998-03-22,9999-01-01
227518,Masoud,Dichev,Technique Leader,1985-09-22,9999-01-01
227531,Pranay,Varker,Senior Engineer,1993-06-03,9999-01-01
227591,Byong,Genin,Senior Staff,1994-11-06,9999-01-01
227592,Mingsen,Karnin,Staff,1998-01-02,9999-01-01
227611,Brendon,Danlos,Senior Staff,1996-01-24,9999-01-01
227619,Yucel,Deyuan,Engineer,1999-07-22,9999-01-01
227643,Luise,Felcyn,Staff,1997-01-13,9999-01-01
227694,Paloma,Chandrasekhar,Senior Staff,1991-06-26,9999-01-01
227696,Moty,Portugali,Senior Engineer,1997-08-30,9999-01-01
227702,Zhonghua,Morrey,Senior Staff,1998-10-11,9999-01-01
227710,Stamatina,Douceur,Senior Engineer,1993-01-21,9999-01-01
227714,Luigi,Peternell,Staff,1999-02-04,9999-01-01
227726,Alejandro,Trystram,Senior Staff,1985-09-30,9999-01-01
227734,Danny,Barreiro,Senior Engineer,2001-06-28,9999-01-01
227736,Mingzeng,Detkin,Senior Staff,1992-07-16,9999-01-01
227757,Jamaludin,Smeets,Senior Staff,2002-04-24,9999-01-01
227808,Xiaoheng,Babb,Senior Staff,1992-06-28,9999-01-01
227815,Alejandra,Rijsenbrij,Senior Staff,1991-08-04,9999-01-01
227819,Luerbio,Lichtner,Engineer,1996-06-16,9999-01-01
227827,Dinah,Schusler,Senior Staff,1994-02-23,9999-01-01
227846,Tru,Steinauer,Senior Engineer,1990-01-24,9999-01-01
227850,Visit,Andreotta,Senior Engineer,1988-02-20,9999-01-01
227864,Tuval,Soicher,Staff,1996-09-18,9999-01-01
227877,Leszek,Tsukune,Staff,1998-05-31,9999-01-01
227888,Genta,Salvesen,Staff,1998-06-07,9999-01-01
227894,Lijia,Kulisch,Engineer,1998-06-10,9999-01-01
227903,Genki,Willoner,Assistant Engineer,1998-11-24,9999-01-01
227910,Saniya,Alencar,Staff,1997-06-04,9999-01-01
227925,Ulises,Sgarro,Senior Staff,1993-09-11,9999-01-01
227937,Wilmer,Seuren,Engineer,1995-09-20,9999-01-01
227967,Collette,Budinsky,Engineer,1994-09-11,9999-01-01
227969,Falguni,Mandell,Staff,1999-10-19,9999-01-01
228008,Guozhong,Melski,Senior Engineer,1993-08-14,9999-01-01
228023,Hidefumi,Denna,Engineer,1995-12-22,9999-01-01
228033,Kensyu,Garrabrants,Technique Leader,1997-07-03,9999-01-01
228037,Muneo,Bratsberg,Engineer,1999-12-16,9999-01-01
228056,Chinya,Debuse,Senior Engineer,1999-11-11,9999-01-01
228065,Mariusz,McFarlan,Senior Staff,1996-09-07,9999-01-01
228070,Yoshinari,DeMori,Senior Staff,2000-11-18,9999-01-01
228100,Heon,Litzler,Senior Staff,1995-02-10,9999-01-01
228112,Goncalo,Uhrig,Senior Engineer,2000-12-24,9999-01-01
228122,Sugwoo,Kaltofen,Engineer,1999-10-26,9999-01-01
228173,Heng,Heyers,Senior Engineer,2002-06-24,9999-01-01
228192,IEEE,Stroustrup,Senior Engineer,1997-07-26,9999-01-01
228194,Basant,Mondadori,Staff,1994-10-27,9999-01-01
228205,Vincent,Dichev,Staff,1994-11-23,9999-01-01
228237,Chanjung,Vakili,Senior Engineer,1993-05-02,9999-01-01
228257,Yuqun,Malabarba,Senior Staff,1999-07-01,9999-01-01
228259,Stella,Thambidurai,Senior Staff,1994-05-25,9999-01-01
228264,Tru,Sanella,Senior Staff,1998-05-27,9999-01-01
228266,Vishv,Nilsson,Senior Staff,1996-08-24,9999-01-01
228267,Guttorm,Merli,Senior Staff,1994-08-26,9999-01-01
228269,Aluzio,Varman,Senior Staff,1995-08-07,9999-01-01
228284,Along,Ressouche,Senior Engineer,1997-09-13,9999-01-01
228285,Weiwu,Pollock,Senior Engineer,2002-04-21,9999-01-01
228311,Spyrose,Koyama,Staff,1999-07-28,9999-01-01
228314,Dinkar,Pezzoli,Engineer,1999-04-26,9999-01-01
228341,Aral,Leivant,Engineer,1998-09-26,9999-01-01
228358,Goetz,Molenaar,Senior Engineer,1985-06-03,9999-01-01
228368,Mario,Remmers,Senior Engineer,1991-10-21,9999-01-01
228417,Martial,Biran,Senior Engineer,1997-08-28,9999-01-01
228430,Zhiguo,Koshino,Senior Engineer,1999-07-12,9999-01-01
228454,Hideo,Varman,Senior Engineer,1995-06-17,9999-01-01
228473,Sailaja,Kroon,Technique Leader,1994-11-04,9999-01-01
228476,Yuuichi,Mapelli,Senior Staff,1999-11-08,9999-01-01
228518,Arch,Emmart,Senior Staff,1996-01-13,9999-01-01
228519,Lihong,Porotnikoff,Senior Engineer,1997-07-21,9999-01-01
228526,Katsuyuki,Zucker,Senior Engineer,1996-05-23,9999-01-01
228542,Mack,Quadeer,Staff,1999-06-24,9999-01-01
228573,Danai,Pesch,Senior Staff,2002-06-20,9999-01-01
228617,Siddarth,Hockney,Senior Engineer,1997-03-21,9999-01-01
228654,Sudharsan,Chachaty,Senior Staff,2000-01-13,9999-01-01
228685,Peer,Zolotykh,Senior Staff,2002-03-04,9999-01-01
228745,Masami,Broder,Staff,1998-08-30,9999-01-01
228767,Hairong,Ohori,Senior Staff,2002-01-18,9999-01-01
228774,Xinan,Klyachko,Senior Engineer,1995-02-05,9999-01-01
228778,Yoshinari,Rettelbach,Senior Staff,1995-08-31,9999-01-01
228790,Djenana,Felder,Senior Engineer,1995-06-27,9999-01-01
228800,Serge,Portugali,Engineer,1994-04-17,9999-01-01
228807,Poornachandra,Shanbhogue,Senior Staff,2001-09-03,9999-01-01
228824,Shan,Schnelling,Senior Engineer,2000-06-13,9999-01-01
228829,Guiseppe,Lagarias,Senior Engineer,2000-09-02,9999-01-01
228853,Mayumi,Basawa,Engineer,1999-11-04,9999-01-01
228912,Sariel,Janetzko,Senior Staff,2002-07-07,9999-01-01
228929,Pascal,Borovoy,Senior Engineer,1993-10-15,9999-01-01
228952,Chiradeep,Quadeer,Senior Staff,1996-07-18,9999-01-01
228967,Mario,Rodiger,Staff,1999-03-14,9999-01-01
228980,Shichao,Eugenio,Staff,1998-04-30,9999-01-01
228991,Hairong,Conde,Senior Engineer,1998-07-12,9999-01-01
229023,Xuejun,Giaccio,Senior Engineer,2002-06-27,9999-01-01
229044,Theron,Cappello,Staff,1998-11-05,9999-01-01
229072,Evgueni,Serot,Engineer,1993-12-27,9999-01-01
229092,Fumiya,Morrin,Engineer,1998-07-10,9999-01-01
229149,Chanjung,Bashian,Senior Staff,1998-10-08,9999-01-01
229150,Piyawadee,Munos,Senior Staff,1999-04-25,9999-01-01
229163,Susuma,Wroclawski,Senior Staff,1993-03-11,9999-01-01
229180,Miquel,Magliocco,Staff,1996-09-28,9999-01-01
229182,Georg,Bail,Technique Leader,1988-04-05,9999-01-01
229212,Xiping,Schlegelmilch,Engineer,1999-04-24,9999-01-01
229240,Sachar,Kugler,Senior Engineer,1988-12-21,9999-01-01
229249,Debatosh,Sgarro,Senior Engineer,1999-07-16,9999-01-01
229267,Marit,Kaelbling,Staff,2000-01-24,9999-01-01
229271,Kiyokazu,Schapiro,Senior Staff,1995-09-07,9999-01-01
229276,Jiann,Gihr,Staff,1998-02-02,9999-01-01
229282,Alois,Massonet,Senior Engineer,1994-03-22,9999-01-01
229327,Tsuneo,Baaleh,Senior Staff,1998-05-08,9999-01-01
229367,Oscar,Katzenelson,Senior Staff,1991-03-14,9999-01-01
229373,Ute,Tagansky,Staff,1999-01-04,9999-01-01
229420,Takahito,Stentiford,Senior Staff,1996-12-05,9999-01-01
229442,Hatim,Matteis,Engineer,1996-04-19,9999-01-01
229449,Poornachandra,Valtorta,Engineer,1997-10-19,9999-01-01
229483,Hauke,Zucker,Staff,1995-02-20,9999-01-01
229497,Dekang,Bach,Staff,1996-08-16,9999-01-01
229526,Macha,Koprowski,Staff,1994-08-23,9999-01-01
229539,Torsten,Kawashima,Senior Staff,1993-04-28,9999-01-01
229579,Reinhard,Aumann,Senior Engineer,1996-02-07,9999-01-01
229664,Rafail,Nanard,Staff,1998-06-12,9999-01-01
229686,Leni,Piazza,Technique Leader,1986-02-22,9999-01-01
229742,Aran,Lundstrom,Engineer,1996-05-03,9999-01-01
229750,Tommaso,Feldmann,Senior Engineer,1994-09-12,9999-01-01
229771,Mayumi,Buescher,Staff,1996-11-23,9999-01-01
229789,Feipei,Baby,Senior Staff,1999-07-23,9999-01-01
229832,Tonia,Ozeki,Senior Staff,1998-12-18,9999-01-01
229839,Bojan,Kermarrec,Senior Engineer,1992-10-10,9999-01-01
229846,Ibibia,Melton,Senior Engineer,1999-06-10,9999-01-01
229872,Bojan,Fujisawa,Senior Engineer,1999-07-18,9999-01-01
229875,Indrajit,Staelin,Senior Staff,2000-01-18,9999-01-01
229899,Genevieve,Lund,Staff,1999-10-26,9999-01-01
229914,Nagui,Back,Senior Staff,1998-11-18,9999-01-01
229931,Perry,Mikschl,Technique Leader,1997-12-18,9999-01-01
229937,Huiqun,Butner,Senior Staff,1994-02-02,9999-01-01
229954,Rajmohan,Lunn,Senior Staff,1999-10-07,9999-01-01
230005,Ghassan,Seiwald,Senior Engineer,1996-10-26,9999-01-01
230008,Sajjan,Angelopoulos,Senior Staff,1994-02-11,9999-01-01
230022,Xuedong,Skogmar,Staff,1996-03-21,9999-01-01
230037,Jamaludin,Markovitch,Senior Engineer,1996-09-14,9999-01-01
230047,Yucai,Jullig,Senior Staff,1988-11-17,9999-01-01
230078,Aimee,Acton,Senior Engineer,1998-12-10,9999-01-01
230121,Zhonghui,Kornatzky,Engineer,1996-07-31,9999-01-01
230160,Bojan,Pagter,Senior Staff,1999-03-19,9999-01-01
230182,Urs,Ruemmler,Senior Engineer,1994-01-28,9999-01-01
230192,Oddvar,Mandelberg,Senior Engineer,1998-06-13,9999-01-01
230205,DAIDA,Kilgour,Engineer,1999-07-05,9999-01-01
230224,Duri,Kusalik,Staff,1996-05-10,9999-01-01
230235,Divier,Sundgren,Engineer,1996-12-20,9999-01-01
230238,Woody,Chiodo,Engineer,1997-11-24,9999-01-01
230277,Kaijung,Thambidurai,Senior Staff,1995-01-26,9999-01-01
230296,Uzi,Makinen,Senior Engineer,1994-02-05,9999-01-01
230321,Gunilla,Alencar,Senior Staff,1998-10-01,9999-01-01
230329,Jeanna,Murtagh,Senior Engineer,1991-04-29,9999-01-01
230378,Brigham,Babu,Senior Staff,1994-11-15,9999-01-01
230409,Rosli,Karlin,Technique Leader,1995-03-12,9999-01-01
230419,Mona,Comte,Senior Engineer,1986-03-30,9999-01-01
230458,Peer,Laventhal,Senior Staff,1995-10-04,9999-01-01
230465,Sajjan,Coullard,Senior Engineer,1995-05-21,9999-01-01
230468,Takahito,Zweizig,Senior Engineer,1995-03-01,9999-01-01
230473,Angel,Vandervoorde,Senior Engineer,2001-07-30,9999-01-01
230496,Tomokazu,Gips,Senior Engineer,1992-09-07,9999-01-01
230497,Heeju,Randi,Staff,1994-07-19,9999-01-01
230523,Gaurav,Portugali,Technique Leader,1993-09-23,9999-01-01
230562,Ymte,Loncour,Staff,1996-11-17,9999-01-01
230567,Mabry,Sevcikova,Engineer,1999-06-14,9999-01-01
230594,Basim,Cyne,Senior Engineer,1997-07-20,9999-01-01
230616,Paloma,Pluym,Senior Engineer,1990-08-28,9999-01-01
230644,Tiina,Sooriamurthi,Staff,1994-12-04,9999-01-01
230649,Lidong,Hennebert,Senior Staff,1989-11-08,9999-01-01
230659,Utz,Trachtenberg,Engineer,2001-08-29,9999-01-01
230698,Vishu,Staelin,Senior Staff,2001-12-18,9999-01-01
230707,Tesuro,Verhoeff,Senior Engineer,2001-12-09,9999-01-01
230714,Maha,Suessmith,Senior Staff,1998-05-02,9999-01-01
230723,Shimshon,Portugali,Senior Staff,1993-05-21,9999-01-01
230728,Mariangiola,Mansanne,Assistant Engineer,1996-08-13,9999-01-01
230737,Hsiangchu,Hagimont,Senior Engineer,1992-07-15,9999-01-01
230739,Tze,Kalorkoti,Engineer,2000-11-14,9999-01-01
230750,Magy,Vigier,Senior Staff,1994-12-12,9999-01-01
230801,Giao,Engberts,Senior Staff,1995-10-23,9999-01-01
230807,Faiza,Mitzlaff,Senior Staff,1998-01-13,9999-01-01
230848,Michaela,Oxenboll,Senior Engineer,1986-02-06,9999-01-01
230851,Bernd,Henders,Senior Engineer,1999-03-15,9999-01-01
230859,Jaques,Cichocki,Senior Engineer,1985-10-07,9999-01-01
230874,Kazuhiro,Marshall,Senior Staff,1995-08-23,9999-01-01
230883,Pradeep,Kawashima,Senior Staff,1988-10-20,9999-01-01
230885,Gila,Zhiwei,Senior Engineer,1995-07-02,9999-01-01
230916,Lena,Bale,Senior Staff,1997-10-30,9999-01-01
230921,Yongqiao,Gruenwald,Engineer,1998-07-08,9999-01-01
230931,Petter,Hoppenstand,Engineer,1997-03-05,9999-01-01
230946,Tamiya,Taubenfeld,Senior Staff,1996-05-18,9999-01-01
230958,Krisda,Bade,Senior Engineer,1992-12-08,9999-01-01
230984,Odinaldo,Itzigehl,Senior Engineer,1985-10-31,9999-01-01
231000,Surveyors,Krzyzanowski,Senior Staff,1997-02-08,9999-01-01
231006,Gill,Delgrossi,Senior Staff,1993-12-13,9999-01-01
231012,Dines,Luiz,Senior Staff,1999-12-01,9999-01-01
231024,Marit,Wendorf,Staff,1995-08-18,9999-01-01
231037,Mostafa,Vieth,Senior Staff,1990-12-17,9999-01-01
231040,Heekeun,Liesche,Staff,1998-03-11,9999-01-01
231050,Shim,Narwekar,Senior Engineer,1996-12-17,9999-01-01
231051,Bodh,Parfitt,Senior Staff,2002-04-18,9999-01-01
231084,Ennio,Perly,Staff,1999-03-04,9999-01-01
231099,Fumiko,Vrecion,Senior Staff,1998-10-28,9999-01-01
231110,Kiyomitsu,Sidou,Senior Staff,2000-09-25,9999-01-01
231122,Jeane,Baik,Senior Engineer,1986-11-01,9999-01-01
231131,Aimee,Rajaraman,Engineer,1996-03-26,9999-01-01
231144,Pradeep,Simmen,Senior Staff,1992-04-24,9999-01-01
231146,Kazuhira,Ebeling,Senior Engineer,2002-05-29,9999-01-01
231163,Emran,Dechter,Senior Staff,1995-02-01,9999-01-01
231178,Gennady,Highland,Senior Staff,1991-09-27,9999-01-01
231185,Shimshon,Uludag,Senior Staff,2001-01-02,9999-01-01
231215,Jovan,Bierbaum,Senior Staff,2001-05-21,9999-01-01
231234,Xuedong,Borovoy,Senior Engineer,1995-07-05,9999-01-01
231236,Guadalupe,Iisaka,Senior Engineer,1994-12-04,9999-01-01
231244,Percy,Cummings,Engineer,1994-12-31,9999-01-01
231284,Luigi,Antonakopoulos,Staff,1998-04-27,9999-01-01
231329,Kinh,Onuegbe,Assistant Engineer,1998-03-24,9999-01-01
231347,Kiam,Thimonier,Senior Engineer,1994-09-09,9999-01-01
231372,Khatoun,Koblick,Staff,1997-08-20,9999-01-01
231417,Arfst,Breugel,Senior Engineer,1998-04-10,9999-01-01
231499,Inderjeet,Perly,Staff,1995-01-23,9999-01-01
231516,Jinya,Farrag,Senior Staff,1996-05-18,9999-01-01
231549,Yahiko,Renear,Senior Engineer,1995-12-10,9999-01-01
231557,Janche,Griswold,Senior Engineer,1993-04-26,9999-01-01
231563,Khosrow,Rijckaert,Staff,1999-01-30,9999-01-01
231567,Ravishankar,Ohori,Senior Engineer,2001-07-27,9999-01-01
231571,Lena,Broomell,Senior Staff,1995-08-01,9999-01-01
231578,Taiji,Barvinok,Staff,1996-12-20,9999-01-01
231588,Insup,Biron,Engineer,1996-02-24,9999-01-01
231639,Boriana,Kropp,Senior Engineer,1990-10-03,9999-01-01
231665,Gita,Cullers,Senior Engineer,1994-04-04,9999-01-01
231667,Rimon,Porenta,Senior Staff,1998-09-20,9999-01-01
231699,Subhankar,Murtha,Senior Staff,1999-07-24,9999-01-01
231746,Jaber,Gist,Staff,1997-09-12,9999-01-01
231751,Van,Lunn,Senior Staff,1992-11-25,9999-01-01
231856,Suzette,Remmele,Engineer,1995-11-09,9999-01-01
231857,Breannda,Erev,Staff,2000-01-08,9999-01-01
231905,Hugo,Comellas,Senior Engineer,2001-10-10,9999-01-01
231918,Ger,Naumovich,Senior Engineer,1991-10-10,9999-01-01
231919,Sanjit,Lamma,Senior Engineer,1993-05-12,9999-01-01
231959,Adib,Hatcliff,Senior Staff,2001-05-06,9999-01-01
231968,Elrique,Mapelli,Senior Engineer,1994-06-18,9999-01-01
231981,Ekawit,Zedlitz,Senior Engineer,1999-05-20,9999-01-01
